run,ell,blend,n_segments,n_rows,z_min_mm,z_max_mm,z_focus_mm,min_width_px,brightest_z_mm,start_0-25_mm,start_20-45_mm,start_40-65_mm,start_60-85_mm
29_n15_Optimal_7-27-26_l1,1,hardcut,4,189,0.0,94.0,47.5,16.52,47.5,0.0,24.5,45.5,69.0
